rainfall_24h,soil_moisture,slope_steepness,vegetation_index,landslide_occurred
112.36203565420875,30.936454698872478,37.17973208843353,0.648256954077822,0
285.21429192297484,29.758303925759986,52.353101404499114,0.17238636210516622,1
219.59818254342153,82.50036644168293,49.41046043636034,0.8723945633548149,1
179.59754525911097,29.963695987960488,10.003493805095289,0.6131162390692415,0
46.80559213273096,31.75597809029048,9.701215533195803,0.15720388355695425,0
46.798356100860794,70.7518609934371,17.431333903419365,0.9623380574812068,0
17.42508365045984,45.9791873960432,23.46985721216742,0.5183654633353206,0
259.85284373248055,72.1368445564145,26.549612791551368,0.072898451871655,1
180.33450352296265,15.22929260515082,44.180319094167444,0.6268329044150672,0
212.42177333881364,49.005695493870746,3.6842280907793015,0.2531989070128102,0
6.175348288740734,12.68908801466261,2.253725774694315,0.8036934518773025,0
290.9729556485983,15.012256276428362,25.474186591354087,0.8178220735661906,0
249.7327922401265,82.51499626755287,45.31563998896873,0.9789473558546619,1
63.701733203482846,21.139629689407613,12.573297292171366,0.5018695310245037,0
54.54749016213019,52.593654582017365,41.69779128165636,0.45495687972773713,0
55.02135295603014,42.887648208056525,16.888828966119465,0.7534756054464806,0
91.27267288786132,37.78746610070741,57.59559707287856,0.13247065634192656,0
157.42692948967135,81.9866676549818,58.21984637733007,0.5469155137931242,1
129.58350559263474,11.74587174203916,19.32366827828622,0.5462476001308509,0
87.36874205941257,63.10317489404713,14.949594007610633,0.08947312281038722,0
183.55586841671385,87.07155473708403,26.734758184305033,0.41798408550691357,0
41.84815819561255,54.81345467694736,15.634553036709667,0.853284798567202,0
87.64339456056544,84.94579696264735,43.70494981396074,0.8561536219946603,0
109.90855298810752,14.180630342881901,53.69420449563856,0.099237664919681,0
136.82099526511078,43.50346552593291,43.7509885092291,0.09072088274783086,0
235.55278841790408,30.812623276964093,53.58277907120772,0.2626954770019353,1
59.90213464750792,68.46567719845838,25.80449054348582,0.8747660625539935,0
154.27033152408347,88.50376723977973,10.160603096075956,0.12890258507349894,0
177.72437065861274,30.522404995539823,47.96681158084349,0.7199968026274463,0
13.935123815999317,62.333968117925956,23.430842834201002,0.10116561961310322,0
182.26345557043152,25.84781062077921,43.63260363989361,0.6231378537478254,0
51.15723710618746,55.22642036572879,17.59185622881477,0.3560672991191448,0
19.515477895583857,47.114598935066894,5.279926262433723,0.788913962965867,0
284.66566117599996,87.76042637052296,64.51781670670462,0.2336904488253636,1
289.6896099223678,58.68218181571733,10.153098015488954,0.6392018293899598,0
242.51920443493833,37.960509766945506,64.24736460762627,0.23568253457588495,1
91.3841307520112,19.12766279103467,63.52319561681907,0.7136602831121538,0
29.30163420191516,22.099746298794763,51.598176754022575,0.8736780345607488,0
205.26990795364708,28.025354396098805,42.86249253532984,0.12680179912676004,1
132.0457481218804,30.07733290722384,37.5574582663205,0.8665956885955035,0
36.61147045343365,78.04928462729103,56.29660044955926,0.5935752544142979,0
148.55307303338105,54.897823062601994,18.813568905266717,0.12711049086702397,0
10.316556334565519,51.87127290994931,30.399278811517007,0.427541855359712,0
272.79612062363464,19.181509749537398,40.260348008822625,0.1608602934850979,1
77.63399448000507,78.8111754679548,26.727380931516922,0.7003478888665695,0
198.75668530619458,67.8251442566787,27.786619515867418,0.7588681344179496,0
93.51332282682328,15.413468952000127,21.468503387635486,0.10579652027279896,0
156.02040635334325,66.62680777838149,36.67506808449484,0.5061398526946443,0
164.01308380298389,53.483057387411684,55.28734432098254,0.8146250560259172,0
55.45633665765811,16.538027659742262,13.099344570410334,0.9361630415509965,0
290.8753883293676,46.664051322292515,60.73814751897369,0.51351786674177,1
232.53984700833436,48.775702970403756,44.79069749363493,0.950279223611407,0
281.8496824692567,23.26196321306206,53.51275882420196,0.5356889704560298,1
268.44820512829466,85.65585176002259,36.152395020950756,0.39419049459990796,1
179.36999364332553,77.99802971845295,50.66858559256413,0.8482031285528955,0
276.562270506935,63.521786986328664,1.0530258270653685,0.49298271045808906,0
26.54775061557585,46.98364488004857,53.19472761066979,0.47190251056452304,0
58.79485872574356,42.941243326760684,2.609025840548824,0.4903124894098283,0
13.56818667316142,62.07787737207633,57.84436946358606,0.8467850018697454,0
97.5990992289793,53.634549552552436,64.47757857051181,0.8319415416880521,0
116.6031869068446,14.98184847055085,19.114385041490557,0.4035199924402112,0
81.40470953216877,51.000211901626535,13.670706158576587,0.333299859870525,0
248.6212527455788,74.51228937862716,49.74861865077265,0.4919280240391293,1
107.02599800807678,46.73919020775664,16.44671215981646,0.572772509737109,0
84.28035290621423,14.156526204341473,56.261554906193226,0.23833721062799695,0
162.80882494747453,72.90225595072265,6.684768490235986,0.7939550847155906,0
42.27726749242879,26.10910257087795,8.187087764658287,0.4864827657324229,0
240.6590942262119,30.689666791043102,63.64485108154001,0.3340455484199596,1
22.365193103931247,23.17650827458367,43.7995283875503,0.10682099296399061,0
296.06608098015516,36.4172051897198,55.047669587881934,0.23884516040360693,1
231.67343078899722,70.5401204550908,21.08140952784867,0.9492811717559837,0
59.61470446025172,51.550868760314984,43.97144371883929,0.3050996868195266,0
1.6566351370807197,26.390501932057006,38.62571877505882,0.16885928936703531,0
244.63842853645025,80.22640625216327,39.204757807991555,0.4606727916549932,1
212.05720315428513,80.36654839612234,44.3646098699519,0.3070877433602487,1
218.7021504122962,79.64627400368056,37.39834625339141,0.035159250271194153,1
231.38110400578373,29.10369691052314,27.889054004673287,0.32314521727941725,0
22.21339552022711,46.099147534479044,17.934975134735545,0.5441086239394686,0
107.53971856328178,88.79917249127001,49.95778650935813,0.5517123720199669,0
34.760717857538914,71.76099810479923,14.707707950207103,0.3565589211768887,0
258.93102776267807,12.173393698044785,45.00302990003692,0.44730275625260063,1
186.98943804826737,15.216367300839364,15.166633472206232,0.9655179182347664,0
99.26940745579475,47.114510144986625,40.6464610470395,0.3773484772303116,0
19.067505085807092,82.73761646892481,48.56008736338688,0.258226813259983,0
